CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2628-44123,Male,1,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),43.06,251.69,No
1497-72456,Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,30.91,826.02,Yes
2191-97947,Female,1,No,No,60,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,One year,No,Mailed check,50.24,2886.79,No
1923-10435,Male,1,Yes,No,28,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),29.06,816.62,No
4409-57811,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,27.13,1954.79,No
8458-63309,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),58.86,3209.6,No
3241-73674,Female,0,No,Yes,26,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,52.69,1419.52,No
2691-24502,Male,1,Yes,No,5,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.97,324.62,No
9613-69350,Male,0,No,No,46,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,98.33,4703.24,No
8720-98612,Female,0,Yes,Yes,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.61,4459.89,No
1729-45615,Male,0,No,No,68,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,116.62,8064.95,No
1826-68178,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),108.0,7562.4,No
2904-16266,Male,1,Yes,No,35,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,97.37,3576.44,No
3060-96141,Female,1,No,Yes,32,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,51.1,1581.97,No
7626-42968,Male,0,No,No,58,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),22.17,1272.17,No
4509-42663,Male,1,Yes,Yes,39,Yes,No,No,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),57.44,2342.46,No
6366-34872,Male,1,Yes,No,29,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.87,2120.5,No
2307-66549,Male,1,No,No,61,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,98.54,5908.74,No
4070-14124,Female,1,Yes,No,9,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,108.16,943.45,Yes
4559-17398,Male,1,Yes,No,57,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,42.2,2299.79,Yes
9887-29251,Female,0,Yes,Yes,70,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),26.34,1929.84,No
1106-91372,Female,1,No,No,38,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,103.73,3832.11,No
2093-92490,Female,1,No,No,24,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,50.94,1234.57,No
1448-67533,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,No,Mailed check,98.06,483.5,No
3818-42819,Male,0,Yes,No,11,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),102.44,1090.29,No
3055-33214,Male,1,No,Yes,70,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),24.97,1770.62,No
8980-63372,Female,1,Yes,No,71,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.28,5666.18,No
7672-48088,Female,0,Yes,No,57,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.36,2332.72,Yes
8651-66490,Male,0,No,No,67,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,81.8,5741.66,No
7938-68935,Male,1,No,Yes,36,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,38.46,1433.98,No
9405-35146,Female,1,No,No,69,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,115.32,8221.74,No
9168-15729,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.72,3514.55,No
6254-93796,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,72.54,5023.23,Yes
3701-54054,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),79.45,2415.81,Yes
8417-11267,Male,1,Yes,No,31,No,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,103.01,3082.4,No
6469-28662,Male,0,Yes,No,52,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,94.11,4664.92,No
4377-28754,Female,1,No,Yes,61,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Mailed check,87.54,5075.38,No
7361-48853,Male,0,Yes,No,22,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,97.49,2193.38,No
6806-81188,Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,99.93,781.04,No
8187-15980,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,59.35,3208.02,No
1141-68000,Male,1,Yes,Yes,54,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),104.21,5705.22,No
4648-73848,Male,1,No,No,31,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,46.63,1429.16,No
6334-52160,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.3,2727.0,Yes
6905-43198,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),65.31,258.55,Yes
3249-10968,Male,1,Yes,No,24,No,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),29.99,734.31,Yes
6746-87961,Male,0,Yes,No,33,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.16,2141.02,No
3505-35184,Female,1,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),61.99,2218.14,No
8698-30756,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.99,1125.15,No
3725-71549,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,44.4,2212.17,No
6060-33627,Male,1,No,Yes,47,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),20.8,943.8,No
8494-32068,Male,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,111.25,660.66,No
7841-42819,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.82,531.7,Yes
2092-16353,Female,1,No,No,55,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,20.46,1132.07,Yes
7493-82820,Female,1,No,No,68,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.62,2748.15,No
7184-17944,Female,0,Yes,Yes,22,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),46.65,1048.72,No
3787-63013,Male,1,No,Yes,41,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),55.03,2349.01,No
8236-18395,Male,0,Yes,Yes,68,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,84.27,5497.33,Yes
3513-83071,Male,1,No,No,31,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),72.04,2234.38,No
6883-33484,Male,1,Yes,No,63,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,37.83,2492.38,No
7299-77787,Male,0,No,No,5,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),94.05,463.62,No
9256-72283,Male,1,Yes,No,68,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),61.69,4094.12,No
6297-42952,Male,0,No,No,16,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),51.12,851.38,No
2489-81825,Female,1,No,No,28,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),38.98,1084.82,No
4040-75124,Female,0,No,No,9,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,104.73,907.43,Yes
4503-88432,Male,1,No,Yes,65,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),63.75,4022.7,No
9987-17688,Male,1,No,Yes,43,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.63,4688.23,No
8793-39207,Female,0,Yes,No,51,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.37,1060.55,No
9234-46348,Male,1,No,Yes,32,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.41,2550.44,No
1989-90544,Female,1,No,No,22,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,59.21,1277.54,No
1553-43676,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),61.24,2739.65,No
3264-85167,Female,0,No,No,36,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.16,1791.31,No
7614-70654,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.34,4831.34,No
5307-60367,Female,0,No,No,33,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,77.09,2642.52,Yes
6250-73932,Female,1,Yes,Yes,72,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,51.11,3687.85,No
3410-66356,Male,0,No,No,52,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,101.94,5181.13,No
3473-21291,Male,1,Yes,Yes,47,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,39.86,1875.87,No
9824-63445,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,99.45,4174.22,No
4122-22094,Female,1,No,No,60,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),46.25,2819.11,No
1919-48452,Female,1,No,Yes,4,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,23.55,94.98,No
8391-79336,Male,0,No,No,14,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),93.21,1329.25,No
4840-99139,Male,0,No,No,54,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),108.48,5975.41,No
3066-36143,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,66.51,3768.22,Yes
2824-21683,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),47.81,704.22,No
8527-30699,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,108.09,2069.45,No
7900-36504,Female,1,No,No,24,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,19.83,456.93,Yes
4427-15400,Male,1,Yes,No,44,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.09,4411.51,No
3407-16385,Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,No,Mailed check,45.19,2356.48,No
1376-11906,Male,1,Yes,No,4,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,101.91,389.09,Yes
3205-51781,Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.83,5022.89,No
8845-44040,Male,0,No,No,34,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),24.02,837.03,No
8920-96797,Female,1,Yes,No,7,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),53.53,372.26,Yes
8612-73324,Male,0,No,No,18,Yes,No phone service,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.38,448.92,Yes
8488-19640,Female,0,Yes,No,18,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,68.25,1229.6,No
4881-19133,Male,0,Yes,No,37,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.46,2375.06,Yes
8093-90810,Female,0,Yes,No,68,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),110.55,7506.02,No
4301-61517,Female,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),106.91,6239.8,No
4772-53498,Female,0,No,Yes,14,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,25.22,356.3,No
1338-23036,Male,1,Yes,No,32,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,112.71,3621.98,No
1544-17094,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,103.9,7620.47,No
7549-67414,Male,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.31,1484.86,No
3626-68155,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,109.31,4153.96,No
6839-32366,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,94.5,1821.95,No
6184-31423,Male,0,No,No,17,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,24.08,397.56,Yes
6096-48985,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),31.09,2063.24,No
1038-21935,Male,0,Yes,Yes,32,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,81.53,2497.61,No
1519-72102,Male,0,No,No,36,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,107.15,3783.42,Yes
2577-20473,Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,43.53,2896.79,No
4442-85250,Male,0,No,No,40,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),82.29,3375.72,No
4010-46442,Female,1,Yes,No,6,Yes,No phone service,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),117.61,709.14,No
2251-10285,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,99.26,3336.04,No
6038-51004,Male,1,Yes,No,44,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),32.3,1465.93,No
9834-61235,Male,1,Yes,No,18,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),75.29,1382.55,No
6590-11658,Female,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Mailed check,69.09,642.06,No
5166-16907,Male,1,Yes,No,54,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),23.37,1232.23,No
3256-57487,Female,1,No,No,59,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),24.28,1426.27,No
7829-82822,Male,1,Yes,No,2,No,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),62.73,120.03,No
1325-53735,Male,0,No,No,65,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),44.53,2766.5,No
9721-97490,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.73,3876.43,No
4940-71791,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,49.35,3485.91,No
4209-20006,Male,1,No,Yes,30,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,114.94,3440.51,No
1919-93837,Female,1,No,No,49,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),24.87,1226.17,No
8092-68727,Male,1,No,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),31.2,276.61,No
8456-10793,Female,0,No,No,66,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Mailed check,47.33,3152.06,No
4322-98715,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,31.85,623.42,No
9013-94489,Female,1,Yes,Yes,35,Yes,Yes,No,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,60.37,2101.71,No
2057-24277,Female,1,No,No,56,Yes,No,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),91.45,5078.96,No
3697-17008,Male,1,Yes,No,19,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),91.31,1758.41,No
7526-23230,Male,1,No,Yes,25,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,95.75,2307.47,Yes
7999-82856,Female,0,No,No,23,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,80.97,1811.16,No
4573-42560,Male,1,No,No,46,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Electronic check,95.73,4356.07,No
8585-76904,Female,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,98.64,5994.39,Yes
4113-86802,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,116.9,448.94,Yes
9952-10113,Female,1,No,No,31,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.26,1590.93,No
1082-45366,Female,1,No,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),90.57,6258.49,No
2733-55860,Female,0,Yes,Yes,62,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),59.92,3742.67,Yes
9372-55902,Female,0,Yes,Yes,62,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,33.22,2004.79,No
4313-21277,Male,0,No,No,1,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,48.93,48.22,No
3314-28422,Male,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,114.25,6298.45,No
3243-43853,Female,0,No,No,39,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),84.82,3251.0,No
8074-82049,Female,0,Yes,No,35,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),92.82,3260.02,No
9256-87472,Female,1,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,105.23,1756.9,No
7714-97472,Female,1,No,No,54,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,114.89,6404.41,No
1204-69544,Male,1,Yes,No,34,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),62.92,2220.08,No
6357-99458,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,110.42,7961.06,Yes
1168-68368,Female,0,Yes,No,55,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,43.82,2319.81,No
7766-26948,Female,0,No,No,4,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),51.85,217.67,Yes
7465-30679,Male,1,No,No,60,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,80.53,4870.28,No
3437-97102,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,49.02,2308.42,No
8262-82870,Male,0,No,Yes,28,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,61.02,1676.2,No
9633-38677,Male,1,No,No,64,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.68,3309.93,No
6860-35797,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.45,5555.84,Yes
3460-11081,Female,0,No,Yes,8,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,52.61,406.12,No
1912-42968,Male,1,No,No,30,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),67.14,2112.55,No
1007-69179,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,No,Mailed check,35.2,239.94,No
8138-16089,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),36.7,596.79,No
2339-95276,Male,0,No,No,41,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,One year,No,Electronic check,32.23,1384.41,No
2672-68246,Female,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),101.85,6483.45,No
9257-96094,Female,1,Yes,Yes,15,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.4,557.66,No
1950-57576,Female,1,Yes,No,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,53.95,1808.88,No
9620-28901,Female,1,Yes,No,40,Yes,No phone service,No,No,No,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,108.27,4268.44,No
2333-80303,Female,0,No,No,22,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,104.37,2268.43,No
2956-52063,Female,1,No,No,45,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),25.9,1130.83,No
8440-96131,Male,1,Yes,No,30,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,82.8,2367.88,No
1951-83115,Female,1,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),50.72,464.94,Yes
4590-81501,Female,1,No,No,55,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,87.28,4959.4,No
6304-48057,Female,0,Yes,No,18,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),100.46,1760.4,No
7179-13423,Female,1,No,Yes,52,Yes,No,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),68.77,3618.7,No
9427-33027,Male,1,Yes,No,64,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,57.97,3534.51,No
1565-13776,Male,1,No,No,14,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,105.48,1497.99,Yes
7739-57346,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.34,480.48,No
7378-18205,Male,0,No,No,56,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.44,4449.68,No
1669-16267,Male,0,No,No,72,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),117.74,8199.96,No
