store_id,sku_id,date,day_of_week,month,is_holiday,price,promotion,temperature,inventory_level,competitor_price,store_traffic,units_sold
18,54,2023-01-27,4,1,0,107.81,1,37.1,466,90.24,1794,48
9,31,2023-05-07,6,5,0,32.18,0,88.7,318,36.97,1757,46
30,71,2024-02-03,5,2,0,61.84,1,64.1,83,75.75,1080,69
24,93,2023-02-24,4,2,0,89.08,1,47.5,386,112.79,1157,69
3,17,2023-12-02,5,12,1,76.29,1,44.0,377,80.5,1356,101
14,90,2023-12-21,3,12,0,129.76,1,55.5,322,106.77,341,48
1,89,2023-11-24,4,11,0,86.14,0,44.7,240,84.4,805,31
24,94,2024-03-10,6,3,0,147.57,1,53.1,367,179.59,1816,83
16,58,2023-05-13,5,5,0,129.23,1,91.7,320,127.02,148,46
20,21,2023-11-04,5,11,1,17.42,0,56.8,396,20.03,1424,34
12,69,2023-04-21,4,4,0,21.55,1,55.7,177,19.11,1557,56
21,64,2023-05-26,4,5,0,34.64,0,86.4,152,32.91,1370,34
4,39,2023-04-10,0,4,0,65.98,1,70.5,366,77.83,1202,51
11,83,2023-08-26,5,8,0,109.1,0,95.5,373,90.47,795,15
4,90,2023-11-08,2,11,1,88.56,1,65.6,281,81.11,877,95
19,70,2023-12-05,1,12,1,34.79,1,48.8,214,39.51,1502,77
15,48,2023-07-05,2,7,1,146.85,1,95.3,193,155.65,1371,100
25,12,2024-04-30,1,4,0,11.6,1,59.4,474,13.27,891,48
4,10,2023-10-23,0,10,0,43.89,0,80.5,67,38.99,1400,38
10,90,2023-01-09,0,1,0,64.28,1,30.0,470,61.28,885,61
23,74,2023-02-04,5,2,0,25.12,1,51.3,185,27.05,81,41
10,87,2023-10-09,0,10,0,77.99,1,74.2,214,100.91,1923,76
28,35,2023-08-15,1,8,0,86.65,0,101.3,221,80.55,1853,33
1,10,2023-07-07,4,7,1,91.64,1,84.7,60,97.63,1735,91
30,88,2023-04-30,6,4,0,136.55,1,63.1,293,157.56,1754,79
1,24,2023-06-05,0,6,0,68.74,0,97.4,220,56.61,1038,11
21,15,2024-02-22,3,2,0,63.69,0,48.7,142,61.55,1972,33
14,69,2023-10-20,4,10,0,118.49,1,75.8,273,120.88,1209,66
19,20,2023-11-05,6,11,1,102.76,1,56.3,497,109.0,697,92
14,19,2023-04-01,5,4,0,141.71,0,64.3,377,162.53,576,41
19,53,2023-10-03,1,10,0,42.93,1,79.5,416,54.32,1123,57
13,61,2024-02-04,6,2,0,119.71,1,48.7,312,117.3,1983,59
13,78,2023-06-07,2,6,0,62.82,0,90.6,46,71.43,58,37
14,29,2024-02-17,5,2,0,76.41,1,45.4,29,76.37,1795,57
19,62,2023-03-18,5,3,0,38.27,0,60.3,407,35.56,1096,36
21,75,2023-03-14,1,3,0,115.65,1,58.4,404,129.22,483,66
5,61,2024-03-22,4,3,0,93.97,1,57.4,159,107.08,996,64
19,15,2024-04-02,1,4,0,23.6,0,58.5,420,27.96,88,36
5,76,2023-04-10,0,4,0,60.65,0,87.8,251,60.07,515,28
16,58,2023-06-22,3,6,0,31.19,1,100.4,425,31.25,769,57
26,15,2023-01-06,4,1,0,41.39,0,46.5,303,40.31,939,27
5,5,2023-05-16,1,5,0,148.53,1,73.1,249,175.31,1153,63
21,65,2024-04-01,0,4,0,71.04,0,72.1,352,68.5,322,29
26,56,2023-07-01,5,7,1,123.45,1,96.9,126,148.86,109,76
29,87,2023-04-19,2,4,0,45.9,0,59.7,282,44.63,680,34
30,10,2023-02-08,2,2,0,36.97,1,42.0,70,36.66,1226,59
17,2,2023-09-03,6,9,0,12.67,0,86.0,498,16.08,1702,32
26,67,2024-03-28,3,3,0,81.12,1,54.7,216,72.73,1868,50
26,98,2023-10-07,5,10,0,41.9,0,47.1,340,46.66,706,35
14,15,2023-07-10,0,7,0,138.75,1,97.1,412,125.79,1978,50
27,68,2023-07-10,0,7,0,61.9,1,98.1,496,53.93,442,50
8,93,2024-01-19,4,1,0,100.37,1,70.9,237,119.34,53,77
23,100,2023-02-21,1,2,0,65.9,0,46.9,198,71.66,1215,43
24,36,2023-11-30,3,11,1,36.34,1,59.7,369,44.25,1035,82
27,45,2023-11-12,6,11,0,72.91,1,62.5,448,93.24,863,64
4,71,2023-06-01,3,6,0,143.12,1,82.6,136,148.58,1969,50
9,27,2023-11-01,2,11,0,95.83,0,59.6,119,87.96,1743,31
20,55,2023-07-19,2,7,0,149.79,0,95.6,413,186.2,807,42
11,31,2023-10-30,0,10,0,36.73,0,70.7,246,37.33,364,32
19,83,2023-02-26,6,2,0,140.14,1,51.9,389,113.37,1012,38
17,67,2023-01-28,5,1,0,20.39,1,40.3,74,20.84,51,36
11,16,2023-04-18,1,4,0,15.08,1,51.0,270,14.09,533,54
13,9,2023-02-16,3,2,0,84.71,1,51.2,479,74.11,971,42
15,96,2024-01-27,5,1,0,17.28,0,38.6,33,21.3,965,38
4,24,2023-01-15,6,1,0,77.2,0,33.3,373,73.0,991,25
26,31,2023-09-12,1,9,0,29.53,0,79.1,335,28.36,1543,30
1,89,2023-04-19,2,4,0,147.72,0,55.8,252,137.48,1834,23
11,39,2023-03-20,0,3,0,131.23,1,53.0,435,143.48,253,48
25,38,2023-01-24,1,1,0,109.57,1,48.2,489,107.23,1763,60
21,40,2023-02-14,1,2,0,32.03,1,41.1,416,40.75,1113,53
4,58,2023-02-22,2,2,0,137.3,1,48.4,120,121.58,183,49
7,41,2024-01-02,1,1,0,101.03,1,49.8,87,101.87,345,51
18,63,2023-08-27,6,8,0,111.04,1,89.2,26,114.26,1647,62
2,70,2023-12-25,0,12,0,27.56,1,50.8,128,24.18,1453,55
15,27,2024-05-05,6,5,0,111.89,1,79.9,58,106.16,1312,42
20,9,2023-06-23,4,6,0,146.31,0,96.5,216,159.5,1969,36
17,51,2023-04-17,0,4,0,37.02,1,76.0,212,30.08,1865,48
28,38,2023-12-27,2,12,1,105.87,0,70.8,64,90.47,1509,60
20,33,2024-05-02,3,5,0,68.18,0,80.8,238,84.96,1320,41
18,86,2023-04-06,3,4,0,124.22,0,75.7,353,133.94,1461,45
17,85,2024-01-19,4,1,0,97.17,0,54.7,209,118.49,1835,46
29,50,2023-03-16,3,3,0,22.35,0,64.0,456,25.71,124,41
30,11,2024-04-12,4,4,0,132.12,1,68.5,168,142.89,131,47
1,79,2024-02-24,5,2,0,75.74,1,38.0,117,87.75,1955,63
29,53,2023-01-23,0,1,0,27.31,0,44.5,363,34.47,211,44
22,94,2023-04-14,4,4,0,69.48,1,66.9,413,88.05,385,71
7,21,2024-02-08,3,2,0,126.07,0,46.1,110,132.7,665,44
29,42,2023-03-09,3,3,0,91.37,0,55.7,210,113.53,90,42
17,95,2024-02-03,5,2,0,60.61,0,42.6,147,54.88,505,26
23,55,2023-02-28,1,2,0,105.58,0,49.3,51,90.28,1632,28
28,22,2023-02-03,4,2,0,11.16,0,32.9,95,9.93,1662,32
14,58,2023-12-18,0,12,1,95.18,0,38.1,171,111.63,1498,68
2,37,2023-12-18,0,12,0,110.26,1,53.3,332,140.38,1454,87
29,41,2024-04-17,2,4,0,138.69,0,69.4,88,163.82,739,47
17,65,2023-09-09,5,9,0,46.65,0,82.5,108,39.11,1422,25
13,7,2024-04-18,3,4,0,102.09,0,72.3,129,107.98,230,35
13,65,2023-03-29,2,3,0,34.3,0,48.0,492,28.64,1449,29
5,40,2024-01-19,4,1,0,22.2,1,56.9,239,22.45,1022,49
17,1,2023-03-23,3,3,0,88.55,1,65.2,153,93.31,1421,52
25,3,2024-03-09,5,3,0,48.02,0,46.2,323,54.91,1477,33
5,96,2024-02-25,6,2,0,62.45,1,45.3,179,71.63,1388,57
29,65,2024-02-05,0,2,0,101.2,1,48.4,323,103.78,1068,64
8,85,2023-09-24,6,9,0,11.16,1,83.9,301,10.9,1978,67
2,27,2023-07-03,0,7,0,69.69,0,113.8,280,75.55,231,39
14,82,2023-10-16,0,10,0,22.11,1,52.8,472,22.25,1151,66
16,24,2023-03-15,2,3,0,99.61,1,56.0,206,104.02,1987,52
14,75,2023-11-15,2,11,1,34.13,1,49.8,148,41.17,1468,103
21,43,2024-04-15,0,4,0,83.65,1,71.0,247,87.89,1072,52
11,65,2023-05-31,2,5,0,108.94,1,84.7,49,94.59,277,45
7,35,2023-08-02,2,8,0,43.33,0,102.3,366,50.79,1541,48
12,4,2024-04-06,5,4,0,9.97,0,73.6,407,11.16,410,38
3,72,2024-02-12,0,2,0,34.51,1,41.7,148,31.78,751,57
23,31,2024-04-26,4,4,0,18.88,0,65.1,400,22.94,1596,41
12,51,2023-11-11,5,11,0,122.08,0,42.0,258,114.76,1168,33
17,36,2023-10-08,6,10,0,79.59,0,76.7,302,77.35,106,25
30,20,2023-07-25,1,7,1,128.09,1,84.6,42,127.87,1752,85
18,14,2023-04-29,5,4,0,68.87,0,60.8,445,74.56,192,40
19,54,2023-06-18,6,6,0,141.81,1,87.9,233,140.95,821,58
1,87,2024-01-24,2,1,0,40.51,0,34.7,48,46.83,1695,33
1,8,2024-04-24,2,4,0,43.49,0,73.2,344,46.42,414,28
4,91,2023-06-12,0,6,0,64.03,0,84.7,383,52.06,817,26
1,49,2024-04-04,3,4,0,84.0,0,62.3,436,102.05,562,37
9,85,2023-03-21,1,3,0,80.85,0,54.1,405,83.86,719,36
13,8,2024-05-07,1,5,0,138.26,0,84.7,389,128.78,1527,35
19,80,2023-05-04,3,5,0,147.85,1,84.4,470,175.75,1940,77
3,56,2023-06-15,3,6,0,101.55,0,88.5,93,81.62,499,23
28,75,2023-11-07,1,11,0,131.06,0,67.4,106,128.54,1323,33
19,16,2023-09-22,4,9,0,67.02,0,87.0,141,65.34,75,28
13,80,2024-03-18,0,3,0,148.58,0,61.9,257,170.87,974,43
4,99,2024-04-28,6,4,0,91.8,1,74.2,99,97.04,544,47
10,61,2023-10-19,3,10,0,131.83,1,66.3,319,111.36,920,50
29,54,2024-01-21,6,1,0,75.52,1,52.5,256,88.35,900,78
3,19,2023-06-16,4,6,0,119.43,0,79.5,98,137.0,1215,45
17,57,2024-04-29,0,4,0,76.6,0,65.6,221,71.83,644,31
15,78,2023-10-18,2,10,0,40.7,0,70.4,37,42.57,1701,42
20,9,2023-06-18,6,6,0,142.35,0,87.3,268,125.31,52,14
12,100,2023-02-13,0,2,0,49.35,0,52.4,431,44.7,1393,43
30,59,2024-05-09,3,5,0,46.3,1,84.5,34,56.6,331,68
13,73,2023-09-30,5,9,0,112.03,1,77.8,472,103.73,1952,52
11,24,2024-01-10,2,1,0,110.08,0,33.0,469,129.71,900,39
2,59,2023-09-05,1,9,0,8.09,1,84.6,75,10.27,1261,57
28,49,2023-10-05,3,10,0,44.95,1,71.1,110,45.07,418,66
3,64,2023-03-19,6,3,0,149.03,1,55.3,327,133.16,707,63
7,60,2024-01-27,5,1,0,29.08,1,54.0,208,23.48,925,49
1,41,2023-12-07,3,12,1,149.71,0,44.6,492,181.69,1990,65
19,30,2024-04-28,6,4,0,123.13,0,62.2,95,99.01,931,27
21,82,2024-04-14,6,4,0,88.77,0,74.6,445,108.06,1336,47
27,1,2023-07-17,0,7,1,45.95,1,91.7,42,45.87,1973,76
11,28,2024-02-12,0,2,0,38.48,1,44.8,19,38.97,1726,46
3,96,2023-11-20,0,11,0,17.95,1,68.8,352,18.43,132,59
30,26,2023-01-05,3,1,0,138.1,1,41.4,407,139.53,1784,56
16,61,2023-12-23,5,12,1,106.41,0,44.0,315,110.47,1190,64
8,55,2023-04-07,4,4,0,51.14,1,65.8,113,55.52,561,57
9,86,2023-04-11,1,4,0,93.07,0,78.7,434,79.91,599,19
8,53,2023-02-24,4,2,0,60.0,0,42.1,493,56.7,154,36
20,91,2023-09-22,4,9,0,85.62,1,85.7,86,103.26,1712,51
26,86,2023-09-16,5,9,0,17.16,1,88.1,400,19.82,534,49
25,92,2024-04-16,1,4,0,29.44,1,71.1,243,25.5,1857,42
30,69,2023-10-27,4,10,0,47.28,0,69.3,139,54.02,326,37
23,7,2023-09-26,1,9,0,59.22,1,70.7,308,48.2,551,41
10,18,2023-09-01,4,9,0,75.65,1,90.1,402,79.99,351,66
14,9,2023-04-01,5,4,0,61.07,1,75.7,41,59.95,1037,58
26,84,2024-02-07,2,2,0,68.86,1,42.0,142,78.2,1032,52
1,27,2023-05-05,4,5,0,98.53,0,75.2,46,108.91,1563,36
3,18,2023-04-02,6,4,0,118.78,1,73.1,238,102.58,1888,60
13,20,2024-04-26,4,4,0,13.94,1,50.0,209,14.44,1780,60
18,46,2024-03-17,6,3,0,118.61,1,61.9,363,152.95,436,73
4,24,2023-06-25,6,6,0,101.84,0,96.1,377,128.75,1436,42
29,59,2023-02-09,3,2,0,50.99,0,62.4,421,62.03,1877,55
16,9,2023-03-15,2,3,0,43.64,0,62.9,45,43.34,839,24
25,35,2023-06-24,5,6,0,63.91,0,91.4,96,57.92,659,23
23,45,2024-03-13,2,3,0,95.32,0,50.7,227,89.04,122,34
24,66,2024-03-03,6,3,0,136.58,1,55.2,392,162.74,242,65
2,39,2023-11-17,4,11,0,25.68,1,54.5,266,24.82,1689,72
22,92,2024-05-11,5,5,0,86.46,0,95.5,175,92.47,170,36
21,77,2023-11-15,2,11,0,12.97,0,45.1,19,15.6,426,35
5,17,2023-02-22,2,2,0,37.44,0,48.2,149,42.91,848,38
18,34,2023-05-02,1,5,0,93.87,0,81.6,272,75.1,1467,21
23,85,2024-03-08,4,3,0,18.5,0,62.2,64,23.62,391,37
23,57,2024-01-21,6,1,0,72.26,0,42.2,456,73.51,246,36
4,87,2023-01-30,0,1,0,16.97,0,49.2,39,15.3,847,35
1,13,2023-07-05,2,7,0,145.67,1,87.0,117,143.43,1643,50
12,71,2024-03-22,4,3,0,10.22,1,41.6,52,8.57,68,51
1,53,2024-02-04,6,2,0,63.11,1,57.6,295,80.44,1391,55
17,91,2024-04-14,6,4,0,130.97,0,80.6,218,144.38,699,38
28,60,2023-08-03,3,8,0,64.5,0,94.6,114,75.73,1060,31
13,6,2024-04-03,2,4,0,7.46,0,59.8,190,6.06,1809,38
28,57,2024-01-20,5,1,0,127.49,0,59.5,91,110.24,698,21
11,28,2024-03-31,6,3,0,59.42,0,52.9,235,53.21,1487,26
2,8,2023-06-18,6,6,0,97.36,0,94.4,354,125.68,387,57
11,89,2023-11-30,3,11,1,97.75,1,70.3,204,116.89,1678,86
22,53,2024-02-03,5,2,0,147.7,1,46.5,171,159.77,1122,71
27,59,2024-01-14,6,1,0,90.12,1,50.0,263,98.21,1362,62
4,15,2023-04-01,5,4,0,64.61,1,82.3,379,73.15,511,58
8,80,2023-09-12,1,9,0,73.45,0,70.3,269,71.19,1014,42
20,75,2023-07-23,6,7,0,144.38,1,98.7,499,175.09,154,57
30,39,2023-07-12,2,7,0,54.81,0,98.0,372,44.87,538,23
17,43,2023-03-04,5,3,0,104.73,0,60.0,262,95.28,1909,35
29,53,2023-08-16,2,8,0,91.91,1,91.4,161,115.21,1474,90
18,83,2023-08-14,0,8,0,60.54,0,89.0,436,48.45,1335,27
11,39,2023-06-06,1,6,0,79.32,1,88.2,86,90.06,1809,60
17,40,2023-09-21,3,9,0,127.56,1,87.4,367,163.87,1448,72
10,29,2023-11-12,6,11,0,12.09,0,64.1,448,14.52,1923,47
30,82,2024-02-19,0,2,0,51.18,1,40.3,389,59.86,463,49
6,86,2024-02-21,2,2,0,83.23,0,43.0,324,80.93,1370,48
12,22,2023-12-24,6,12,0,97.95,1,51.2,130,101.81,1751,51
24,88,2023-07-08,5,7,1,105.18,1,89.0,274,91.62,971,69
19,10,2024-03-14,3,3,0,18.2,1,72.0,372,14.92,261,50
9,87,2024-01-07,6,1,0,83.09,0,48.1,486,74.86,1873,32
30,76,2023-10-07,5,10,0,91.17,1,71.4,99,106.07,1964,49
26,36,2024-03-01,4,3,0,91.13,1,66.0,83,101.83,1592,56
16,1,2023-06-29,3,6,0,147.32,0,97.2,435,140.51,1921,23
21,38,2023-11-16,3,11,1,49.2,0,56.7,372,51.12,1564,62
6,99,2023-05-16,1,5,0,60.87,1,71.7,160,53.15,1298,56
28,86,2023-06-03,5,6,0,11.24,0,97.3,229,10.18,1880,32
18,7,2024-02-13,1,2,0,48.35,1,46.0,155,48.17,1413,59
6,83,2023-11-30,3,11,0,104.06,0,58.3,421,87.95,1391,35
2,41,2024-02-12,0,2,0,32.9,0,51.3,232,29.43,814,30
19,65,2023-09-04,0,9,0,91.05,1,72.5,282,96.22,760,64
18,57,2023-10-26,3,10,0,90.42,1,72.5,30,104.15,754,69
20,73,2023-06-28,2,6,0,14.31,0,97.4,415,17.06,802,21
14,18,2023-11-01,2,11,0,67.16,0,61.2,342,74.81,878,34
20,71,2023-03-11,5,3,0,80.38,1,44.6,264,97.26,246,63
27,37,2023-05-28,6,5,0,48.11,1,85.7,103,58.8,807,67
29,69,2023-01-29,6,1,0,133.23,0,41.1,11,137.92,1070,51
6,89,2024-03-11,0,3,0,84.83,1,64.3,155,97.11,1360,72
5,63,2023-03-26,6,3,0,62.74,0,52.7,103,66.29,178,38
1,92,2023-04-04,1,4,0,62.15,1,73.8,487,75.33,727,62
21,57,2023-10-30,0,10,0,67.94,1,67.5,244,85.8,1119,55
30,10,2023-01-01,6,1,0,83.65,0,44.7,390,70.49,89,20
28,5,2023-06-12,0,6,0,104.52,1,94.0,423,129.26,1732,72
11,67,2023-01-11,2,1,0,147.13,0,38.1,24,153.18,1641,36
10,9,2023-04-10,0,4,0,122.11,0,72.0,47,149.73,1135,53
12,1,2023-12-31,6,12,1,36.22,0,44.7,347,37.96,1590,54
14,54,2023-04-29,5,4,0,5.63,0,74.1,284,6.31,562,35
24,86,2024-03-06,2,3,0,9.16,0,57.4,168,11.03,1671,35
14,21,2023-07-20,3,7,0,141.24,1,100.1,397,136.84,1227,42
28,7,2024-01-20,5,1,0,106.6,1,43.0,163,97.97,1323,51
3,97,2024-02-18,6,2,0,37.32,1,46.4,373,32.61,1336,59
23,34,2023-06-11,6,6,0,59.61,1,90.4,221,50.13,731,50
16,42,2023-08-19,5,8,0,97.78,1,97.9,450,119.01,444,47
9,82,2024-02-01,3,2,0,81.51,0,48.5,295,73.5,374,28
3,8,2023-08-18,4,8,0,125.09,1,77.3,320,143.75,1099,67
4,62,2023-08-10,3,8,0,42.6,1,103.2,432,45.42,560,42
15,57,2023-07-15,5,7,0,105.66,0,103.7,398,98.95,1504,35
16,25,2024-01-25,3,1,0,10.46,0,49.4,52,10.86,585,24
24,73,2023-03-05,6,3,0,141.77,0,50.4,52,131.38,620,30
5,50,2024-02-14,2,2,0,13.7,0,43.6,385,15.67,1496,35
25,78,2023-12-11,0,12,0,27.52,0,41.6,28,26.37,464,29
10,87,2023-03-18,5,3,0,6.3,1,53.3,274,6.27,1097,65
27,67,2023-12-05,1,12,0,27.29,1,46.6,181,28.61,76,55
15,73,2023-08-18,4,8,0,76.18,1,92.8,425,70.99,799,58
19,79,2023-01-02,0,1,0,135.4,0,43.6,440,139.28,1644,30
7,82,2023-04-09,6,4,0,83.98,1,70.9,33,77.71,203,56
5,33,2023-06-16,4,6,0,29.52,0,102.6,465,24.79,426,24
21,6,2023-01-25,2,1,0,52.52,0,41.6,460,64.62,521,41
1,73,2023-12-04,0,12,0,109.15,1,57.1,41,137.86,477,59
5,66,2023-09-30,5,9,0,54.04,0,64.6,404,53.29,1570,32
17,19,2023-04-14,4,4,0,31.48,0,67.0,95,35.98,114,25
29,44,2023-06-14,2,6,0,76.51,0,85.0,284,64.39,1603,33
22,4,2023-06-13,1,6,0,94.88,1,103.1,294,88.19,1744,59
25,30,2023-06-20,1,6,0,18.06,0,101.9,244,20.43,683,25
21,35,2024-02-13,1,2,0,10.48,0,53.1,160,8.55,435,27
25,78,2023-07-06,3,7,0,32.09,1,106.4,91,33.09,1709,60
12,43,2023-09-18,0,9,0,78.54,0,90.5,107,86.03,337,39
28,62,2023-10-08,6,10,0,108.55,1,83.2,390,131.79,173,53
28,21,2024-03-28,3,3,0,41.26,0,51.2,437,47.82,211,20
9,74,2023-02-12,6,2,0,27.99,0,53.5,453,28.07,496,23
5,10,2023-04-20,3,4,0,78.13,0,74.3,92,92.91,1594,47
9,29,2024-04-09,1,4,0,102.44,0,77.2,195,132.33,402,54
3,28,2023-05-11,3,5,0,30.26,1,85.1,120,35.91,894,57
6,35,2023-08-15,1,8,0,48.02,0,91.8,359,51.76,276,51
14,13,2023-10-28,5,10,0,45.45,0,74.6,108,59.03,1426,43
30,9,2023-12-17,6,12,0,110.72,1,44.5,387,111.13,902,54
6,37,2023-06-27,1,6,0,114.01,0,90.5,141,93.13,277,31
10,17,2023-03-11,5,3,0,126.0,1,61.6,163,121.58,1130,52
5,43,2023-03-31,4,3,0,138.29,1,68.3,290,123.93,188,32
23,67,2023-11-14,1,11,0,108.07,0,56.2,218,96.41,1704,30
22,5,2023-03-30,3,3,0,59.23,1,64.9,103,51.43,86,52
16,62,2023-07-01,5,7,1,96.75,1,81.8,455,82.36,1501,64
30,37,2023-10-19,3,10,0,113.8,0,70.8,63,134.14,677,45
16,75,2023-03-17,4,3,0,39.38,1,60.5,229,50.11,144,56
21,46,2024-03-26,1,3,0,39.53,0,39.9,250,36.37,1153,24
15,60,2023-06-03,5,6,0,66.59,1,93.2,324,71.47,1282,57
8,34,2024-02-07,2,2,0,84.43,1,58.0,283,91.41,1409,67
4,34,2023-07-06,3,7,1,118.45,0,91.4,236,109.74,749,60
24,73,2023-01-23,0,1,0,59.52,0,60.6,108,63.31,1205,31
9,70,2024-03-29,4,3,0,130.74,0,61.2,161,159.15,1492,38
21,40,2023-11-13,0,11,0,120.96,0,52.9,108,147.47,1186,47
22,54,2023-07-30,6,7,0,149.2,1,106.2,476,162.89,1006,69
30,80,2023-05-11,3,5,0,133.42,1,72.2,297,156.42,835,67
30,19,2023-03-16,3,3,0,11.95,0,56.6,139,9.9,378,25
10,93,2024-05-08,2,5,0,104.42,1,83.3,34,90.06,792,63
27,44,2023-04-13,3,4,0,9.19,1,56.9,379,8.3,1762,60
26,97,2024-02-10,5,2,0,67.8,0,48.8,291,59.72,209,23
27,92,2023-02-23,3,2,0,47.42,1,56.9,233,60.99,1062,55
9,4,2023-09-15,4,9,0,135.06,0,85.5,21,149.17,969,43
13,50,2023-11-16,3,11,1,36.66,0,67.1,164,41.22,223,54
25,2,2023-12-15,4,12,1,31.72,1,39.9,387,32.32,152,69
21,52,2024-01-06,5,1,0,37.19,0,43.5,78,31.16,1125,28
21,99,2023-12-26,1,12,0,7.42,0,40.5,14,9.22,57,33
16,9,2024-01-25,3,1,0,144.33,0,51.4,104,176.45,172,34
6,35,2024-04-25,3,4,0,123.75,0,60.6,166,154.46,1929,63
15,11,2023-09-14,3,9,0,58.19,0,90.9,85,50.56,1671,27
8,30,2023-08-12,5,8,0,99.0,0,98.5,18,89.5,54,25
30,84,2023-09-16,5,9,0,55.92,1,94.4,236,62.47,340,43
22,51,2024-02-12,0,2,0,61.9,0,61.3,407,70.64,1100,46
27,83,2023-06-23,4,6,0,62.87,0,106.4,168,61.52,1312,34
22,45,2024-04-29,0,4,0,41.65,0,75.5,123,34.9,1844,45
26,87,2023-08-10,3,8,0,11.55,0,91.4,176,12.48,968,25
29,22,2024-03-04,0,3,0,22.53,1,60.1,332,25.07,926,69
8,25,2023-11-03,4,11,0,133.19,0,53.7,276,119.36,1088,28
27,45,2024-01-16,1,1,0,86.22,0,39.3,294,75.34,1556,36
15,10,2024-01-05,4,1,0,133.5,0,42.2,375,158.68,1866,49
30,41,2023-11-30,3,11,0,77.39,0,69.4,380,100.14,345,38
21,33,2023-08-04,4,8,0,10.25,1,93.7,280,10.34,1311,50
11,15,2023-10-10,1,10,0,118.15,1,76.7,343,105.61,233,39
22,27,2023-09-06,2,9,0,88.78,1,80.5,449,84.54,761,59
22,99,2023-07-17,0,7,1,66.77,0,102.2,388,53.7,398,67
8,19,2023-04-29,5,4,0,121.23,1,52.1,77,153.76,668,61
20,100,2024-03-24,6,3,0,47.76,0,67.4,109,55.96,1008,33
13,70,2024-02-16,4,2,0,138.44,0,66.3,39,161.17,616,36
18,90,2023-05-08,0,5,0,51.83,1,75.4,296,64.08,1511,60
7,80,2023-02-15,2,2,0,27.01,1,66.1,340,29.64,1651,59
2,5,2024-01-28,6,1,0,123.46,1,54.3,255,131.29,683,66
6,48,2023-02-10,4,2,0,79.37,0,46.7,495,97.24,1552,54
16,31,2023-10-23,0,10,0,41.92,0,66.3,90,39.39,1639,26
22,4,2023-05-12,4,5,0,72.08,1,87.0,381,71.16,683,58
24,71,2024-01-07,6,1,0,108.87,0,42.7,19,113.28,470,37
30,51,2023-04-26,2,4,0,103.25,1,70.5,393,129.29,912,75
16,56,2023-04-28,4,4,0,65.34,1,63.2,254,63.18,1063,43
10,57,2023-11-26,6,11,0,64.92,0,67.8,426,79.22,1019,48
7,92,2024-01-21,6,1,0,92.43,0,62.8,111,111.39,1595,45
20,7,2023-09-21,3,9,0,121.35,0,90.4,131,126.08,248,27
12,70,2023-01-07,5,1,0,41.21,1,42.1,138,51.61,1940,58
30,8,2024-01-28,6,1,0,107.86,0,31.2,369,135.4,600,53
10,58,2023-06-04,6,6,0,143.71,0,81.5,14,133.26,675,30
29,68,2023-12-14,3,12,0,113.72,0,42.5,22,110.27,781,39
16,67,2024-02-05,0,2,0,92.87,0,46.9,33,89.69,527,16
24,71,2024-03-19,1,3,0,88.83,1,67.7,433,75.13,1034,50
5,8,2023-12-05,1,12,0,83.71,0,62.1,400,69.72,784,31
22,91,2023-06-29,3,6,0,50.06,0,85.4,192,41.31,979,31
18,76,2023-12-10,6,12,0,28.14,1,55.3,432,32.35,1871,49
25,22,2024-03-14,3,3,0,35.86,1,61.9,262,46.59,719,51
26,63,2023-08-24,3,8,0,21.46,0,98.5,442,17.83,86,28
22,16,2024-05-13,0,5,0,149.45,1,82.4,213,177.66,1050,63
1,63,2023-11-13,0,11,0,61.68,1,69.2,188,51.64,674,42
14,58,2023-09-08,4,9,0,132.51,1,76.8,210,147.02,1626,65
29,41,2023-04-11,1,4,0,67.06,1,71.4,243,78.84,599,63
15,63,2024-03-30,5,3,0,13.07,1,46.8,227,16.27,1775,65
11,29,2023-04-18,1,4,0,106.49,1,69.8,105,111.54,401,69
9,84,2024-03-23,5,3,0,111.67,0,53.3,223,136.52,1342,44
16,52,2024-04-09,1,4,0,102.32,1,76.4,396,110.39,588,34
7,25,2023-12-09,5,12,0,17.17,0,49.0,36,19.42,809,43
19,23,2024-05-11,5,5,0,14.78,0,68.2,414,14.36,459,31
27,21,2023-04-17,0,4,0,9.43,1,72.2,13,8.89,466,41
18,73,2024-02-20,1,2,0,137.36,1,40.2,35,141.88,1011,51
23,75,2023-10-01,6,10,0,105.92,1,73.4,491,99.64,1132,50
16,45,2023-06-25,6,6,0,142.48,0,92.6,45,122.54,1843,18
17,67,2023-08-29,1,8,0,35.39,0,102.4,51,42.43,1651,43
27,36,2023-06-09,4,6,0,134.85,0,98.7,340,171.17,1008,48
27,48,2023-05-13,5,5,0,66.92,1,81.2,50,55.3,549,47
27,86,2023-12-18,0,12,0,102.74,0,52.8,241,89.53,211,24
23,31,2024-02-09,4,2,0,148.34,1,64.1,464,157.01,295,72
4,7,2023-11-14,1,11,1,113.87,1,51.3,462,106.79,303,74
3,57,2023-12-22,4,12,0,57.61,0,51.6,176,51.88,525,37
11,82,2024-01-19,4,1,0,50.07,0,35.5,407,45.49,693,27
5,16,2024-03-18,0,3,0,14.37,0,55.4,487,15.56,1221,35
16,99,2023-10-21,5,10,0,114.13,0,76.9,182,130.55,1908,33
1,95,2023-08-20,6,8,0,29.72,0,74.1,13,35.15,877,26
29,90,2023-07-02,6,7,0,8.93,0,84.7,303,8.09,523,44
